Player_Id,Player_Name,DOB,Batting_Hand,Bowling_Skill,Country
389,M de Lange,31-07-1973,Right_Hand,Right-arm fast,South Africa
390,R Tewatia,01-08-1973,Left_Hand,Legbreak,India
391,JO Holder,02-08-1973,Right_Hand,Right-arm medium-fast,West Indies
392,Karanveer Singh,03-08-1973,Right_Hand,Legbreak googly,India
393,SS Iyer,04-08-1973,Right_Hand,Legbreak googly,India
394,DJ Hooda,05-08-1973,Right_Hand,Right-arm offbreak,India
395,Anureet Singh,06-08-1973,Right_Hand,Right-arm medium,India
396,KS Williamson,07-08-1973,Right_Hand,Right-arm offbreak,New Zealand
397,SA Abbott,08-08-1973,Right_Hand,Right-arm fast-medium,New Zealand
398,J Suchith,09-08-1973,Left_Hand,Slow left-arm orthodox,India
399,RG More,10-08-1973,Right_Hand,Right-arm medium,India
400,HH Pandya,11-08-1973,Right_Hand,Right-arm medium-fast,India
401,D Wiese,12-08-1973,Right_Hand,Right-arm medium-fast,South Africa
402,SN Khan,13-08-1973,Right_Hand,Legbreak,India
403,MJ McClenaghan,14-08-1973,Left_Hand,Left-arm fast-medium,New Zealand
404,DJ Muthuswami,15-08-1973,Right_Hand,Right-arm medium,India
405,PJ Cummins,16-08-1973,Right_Hand,Right-arm fast,Australia
406,SN Thakur,17-08-1973,Right_Hand,Right-arm medium,India
407,JC Buttler,18-08-1973,Right_Hand,NULL,England
408,CR Brathwaite,19-08-1973,Right_Hand,Right-arm fast-medium,West Indies
409,MP Stoinis,20-08-1973,Right_Hand,Right-arm medium,Australia
410,Ishan Kishan,21-08-1973,Left_Hand,NULL,India
411,C Munro,22-08-1973,Left_Hand,Right-arm medium-fast,New Zealand
412,P Sahu,23-08-1973,Right_Hand,Legbreak googly,India
413,KH Pandya,24-08-1973,Left_Hand,Slow left-arm orthodox,India
414,AD Nath,25-08-1973,Right_Hand,Right-arm medium-fast,India
415,MJ Guptill,26-08-1973,Right_Hand,Right-arm offbreak,New Zealand
416,KJ Abbott,27-08-1973,Right_Hand,Right-arm fast-medium,South Africa
417,TM Head,28-08-1973,Left_Hand,Right-arm offbreak,Australia
418,M Ashwin,29-08-1973,Right_Hand,Legbreak googly,India
419,NS Naik,30-08-1973,Right_Hand,NULL,India
420,RR Pant,31-08-1973,Left_Hand,NULL,India
421,SW Billings,01-09-1973,Right_Hand,NULL,England
422,KC Cariappa,02-09-1973,Right_Hand,Legbreak,India
423,PSP Handscomb,03-09-1973,Right_Hand,NULL,Australia
424,Swapnil Singh,04-09-1973,Right_Hand,Slow left-arm orthodox,India
425,J Yadav,05-09-1973,Right_Hand,Right-arm offbreak,India
426,UT Khawaja,06-09-1973,Left_Hand,Right-arm medium,Australia
427,HM Amla,07-09-1973,Right_Hand,Right-arm offbreak,South Africa
428,F Behardien,08-09-1973,Right_Hand,Right-arm fast-medium,South Africa
429,BB Sran,09-09-1973,Left_Hand,Left-arm medium,India
430,A Zampa,10-09-1973,Right_Hand,Legbreak googly,Australia
431,N Rana,11-09-1973,Left_Hand,Right-arm offbreak,India
432,S Kaushik,12-09-1973,Right_Hand,Slow left-arm chinaman,India
433,ER Dwivedi,13-09-1973,Right_Hand,NULL,India
434,CJ Jordan,14-09-1973,Right_Hand,Right-arm fast-medium,England
435,P Amarnath,15-09-1973,Right_Hand,Right-arm medium,India
436,B Geeves,16-09-1973,Right_Hand,Right-arm fast-medium,Australia
437,Gagandeep Singh,17-09-1973,Right_Hand,Right-arm medium-fast,India
438,A Nel,18-09-1973,Right_Hand,Right-arm fast-medium,South Africa
439,AM Salvi,19-09-1973,Right_Hand,Right-arm medium,India
440,RR Bose,20-09-1973,Right_Hand,Right-arm fast-medium,India
441,SS Sarkar,21-09-1973,Right_Hand,Right-arm medium,India
442,RA Shaikh,22-09-1973,Left_Hand,Left-arm medium,India
443,C Ganapathy,23-09-1973,Right_Hand,Right-arm medium,India
444,MB Parmar,24-09-1973,Right_Hand,Right-arm offbreak,India
445,AA Kazi,25-09-1973,Left_Hand,Slow left-arm orthodox,India
446,Anand Rajan,26-09-1973,Right_Hand,Right-arm medium,India
447,P Prasanth,27-09-1973,Left_Hand,Slow left-arm orthodox,India
448,SS Mundhe,28-09-1973,Right_Hand,Right-arm medium,India
449,RW Price,29-09-1973,Right_Hand,Slow left-arm orthodox,Zimbabwea
450,TP Sudhindra,30-09-1973,Left_Hand,Right-arm fast,India
451,BW Hilfenhaus,01-10-1973,Right_Hand,Right-arm fast-medium,Australia
452,S Badree,02-10-1973,Right_Hand,Legbreak,West Indies
453,P Suyal,03-10-1973,Right_Hand,Left-arm medium,India
454,MG Neser,04-10-1973,Right_Hand,Right-arm medium,Australia
455,V Shankar,05-10-1973,Right_Hand,Right-arm medium,India
456,K Santokie,06-10-1973,Left_Hand,Left-arm medium,West Indies
457,JW Hastings,07-10-1973,Right_Hand,Right-arm fast-medium,Australia
458,TA Boult,08-10-1973,Right_Hand,Left-arm fast-medium,New Zealand
459,GS Sandhu,09-10-1973,Left_Hand,Right-arm fast-medium,Australia
460,Mustafizur Rahman,10-10-1973,Left_Hand,Left-arm fast-medium,Bangladesh
461,AF Milne,11-10-1973,Right_Hand,Right-arm fast,New Zealand
462,Kuldeep Yadav,12-10-1973,Left_Hand,Slow left-arm chinaman,India
463,T Shamsi,13-10-1973,Right_Hand,Slow left-arm chinaman,South Africa
464,SM Boland,14-10-1973,Right_Hand,Right-arm fast-medium,Australia
465,DL Chahar,15-10-1973,Right_Hand,Right-arm medium,India
466,P Dharmani,16-10-1973,Right_Hand,NULL,India
467,RV Pawar,17-10-1973,Left_Hand,Slow left-arm orthodox,India
468,KH Devdhar,18-10-1973,Right_Hand,NULL,India
469,T Mishra,19-10-1973,Right_Hand,Right-arm fast-medium,India
470,Asad Rauf,20-10-1973,NULL,NULL,Pakistan
471,MR Benson,21-10-1973,NULL,NULL,England
472,Aleem Dar,22-10-1973,NULL,NULL,Pakistan
473,SJ Davis,23-10-1973,NULL,NULL,England
474,BF Bowden,24-10-1973,NULL,NULL,New Zealand
475,IL Howell,25-10-1973,NULL,NULL,South Africa
476,DJ Harper,26-10-1973,NULL,NULL,Australia
477,RE Koertzen,27-10-1973,NULL,NULL,South Africa
478,BR Doctrove,28-10-1973,NULL,NULL,West Indies
479,AV Jayaprakash,29-10-1973,NULL,NULL,India
480,BG Jerling,30-10-1973,NULL,NULL,South Africa
481,M Erasmus,31-10-1973,NULL,NULL,South Africa
482,HDPK Dharmasena,01-11-1973,NULL,NULL,Sri Lanka
483,S Asnani,02-11-1973,NULL,NULL,India
484,GAV Baxter,03-11-1973,NULL,NULL,New Zealand
485,SS Hazare,04-11-1973,NULL,NULL,India
486,K Hariharan,05-11-1973,NULL,NULL,India
487,SL Shastri,06-11-1973,NULL,NULL,India
488,SK Tarapore,07-11-1973,NULL,NULL,India
489,S Ravi,08-11-1973,NULL,NULL,India
490,SJA Taufel,09-11-1973,NULL,NULL,Australia
491,S Das,10-11-1973,NULL,NULL,India
492,AM Saheba,11-11-1973,NULL,NULL,India
493,PR Reiffel,12-11-1973,NULL,NULL,Australia
494,JD Cloete,13-11-1973,NULL,NULL,South Africa
495,AK Chaudhary,14-11-1973,NULL,NULL,India
496,VA Kulkarni,15-11-1973,NULL,NULL,India
497,BNJ Oxenford,16-11-1973,NULL,NULL,Australia
498,CK Nandan,17-11-1973,NULL,NULL,India
499,C Shamshuddin,18-11-1973,NULL,NULL,India
500,NJ Llong,19-11-1973,NULL,NULL,England
501,RK Illingworth,20-11-1973,NULL,NULL,England
502,RM Deshpande,21-11-1973,NULL,NULL,India
503,K Srinath,22-11-1973,NULL,NULL,India
504,SD Fry,23-11-1973,NULL,NULL,Australia
505,CB Gaffaney,24-11-1973,NULL,NULL,New Zealand
506,PG Pathak,25-11-1973,NULL,NULL,India
507,Nitin Menon,26-11-1973,NULL,NULL,India
508,K Bharatan,27-11-1973,NULL,NULL,India
509,AY Dandekar,28-11-1973,NULL,NULL,India
510,KN Ananthapadmanabhan,29-11-1973,NULL,NULL,India
511,A Nand Kishore,30-11-1973,NULL,NULL,India
512,GA Pratapkumar,01-12-1973,NULL,NULL,India
513,RB Tiffin,02-12-1973,NULL,NULL,Zimbabwea
514,I Shivram,03-12-1973,NULL,NULL,India
515,SD Ranade,04-12-1973,NULL,NULL,India
516,TH Wijewardene,05-12-1973,NULL,NULL,Sri Lanka
517,AL Hill,06-12-1973,NULL,NULL,New Zealand
518,RJ Tucker,07-12-1973,NULL,NULL,Australia
519,Subroto Das,08-12-1973,NULL,NULL,India
520,K Srinivasan,09-12-1973,NULL,NULL,India
521,VK Sharma,10-12-1973,NULL,NULL,India
523,AV Wankhade,11-12-1973,Right_Hand,NULL,India
524,B Aparajith,12-12-1973,Right_Hand,Right-arm offbreak,India
